7641	Id	ProductId	CustomerId		DateCreated
	216	17	81	5876
	217	13	239	17967
	218	8	49	10025
	219	6	60	27833
	220	23	239	20026
	221	22	154	22956
	222	4	101	30569
	223	22	106	32084
	224	14	139	15064
	225	11	279	3807
	226	13	61	13567
	227	2	231	16725
	228	5	118	18735
	229	29	15	27181
	230	21	162	5150
	231	24	174	29534
	232	8	182	13482
	233	27	179	12545
	234	14	138	83
	235	27	227	30427
	236	3	127	1574
	237	1	155	9320
	238	25	135	15882
	239	20	127	24128
	240	5	243	15269
	241	11	292	25069
	242	22	67	865
	243	23	95	23943
	244	15	192	1331
	245	13	170	1718
	246	28	288	5168
	247	5	165	25833
	248	4	168	17175
	249	28	174	28895
	250	18	141	11607
	251	26	156	24539
	252	14	18	12605
	253	12	263	15126
	254	25	226	19274
	255	27	50	21579
	256	22	48	27619
	257	15	252	20087
	258	22	77	6107
	259	10	196	24091
	260	4	120	14722
	261	23	222	9897
	262	25	266	2886
	263	17	53	17118
	264	10	203	17919
	265	7	291	9272
	266	13	285	3202
	267	16	207	6609
	268	5	195	15122
	269	18	222	2357
	270	0	146	7365
	271	21	179	17436
	272	23	240	25078
	273	5	75	31756
	274	20	208	23128
	275	1	3	12617
	276	16	122	14929
	277	12	126	11428
	278	16	121	26268
	279	29	213	11268
	280	9	57	12901
	281	18	115	30653
	282	14	125	31580
	283	18	81	11028
	284	10	89	27768
	285	25	245	9349
	286	21	205	15189
	287	3	134	25241
	288	10	295	15744
	289	2	84	6267
	290	23	110	2563
	291	6	1	4487
	292	7	120	20754
	293	28	36	7560
	294	23	186	30381
	295	24	151	18274
	296	15	5	7820
	297	12	40	5722
	298	6	255	1715
	299	27	136	7739
	300	8	59	7041
	301	21	245	15620
	302	5	226	27414
	303	9	76	9450
	304	28	216	22372
	305	22	167	18387
	306	21	166	27976
	307	13	146	30093
	308	9	118	27768
	309	6	296	4210
	310	28	42	7989
	311	29	186	13376
	312	10	235	29174
	313	3	114	6465
	314	18	139	6800
	315	12	180	29213
	316	11	92	23424
	317	21	8	3313
	318	26	182	23394
	319	23	226	12407
	320	26	134	29126
	321	18	265	5220
	322	24	40	465
	323	1	149	81
	324	4	99	20598
	325	24	157	7875
	326	22	114	1837
	327	18	114	31268
	328	25	281	5480
	329	18	135	30687
	330	9	52	12863
	331	28	219	2514
	332	4	44	11529
	333	9	262	18636
	334	27	293	22229
	335	10	53	19172
	336	26	16	26632
	337	7	94	24251
	338	23	170	11401
	339	12	268	28939
	340	10	129	17983
	341	18	166	21528
	342	14	91	18641
	343	2	286	30934
	344	23	234	8931
	345	23	131	30692
	346	3	13	2123
	347	19	148	7343
	348	10	205	11759
	349	10	84	3923
	350	27	172	29513
	351	29	30	18971
	352	20	233	24269
	353	8	97	19881
	354	29	143	27035
	355	6	60	4914
	356	1	68	19526
	357	20	217	7761
	358	21	115	8604
	359	16	165	22619
	360	14	274	5547
	361	27	223	7486
	362	25	64	18047
	363	16	242	9804
	364	2	42	18756
	365	29	3	22918
	366	21	230	16858
	367	13	251	1089
	368	19	164	29688
	369	12	165	15932
	370	16	203	31858
	371	26	270	11900
	372	29	298	17982
	373	18	210	15757
	374	20	56	8777
	375	12	181	30972
	376	17	8	31299
	377	8	6	6685
	378	8	133	13797
	379	0	69	22144
	380	1	33	26460
	381	13	73	27299
	382	23	269	32482
	383	6	55	16318
	384	15	139	28333
	385	2	293	13251
	386	27	15	8122
	387	20	46	30432
	388	9	71	11546
	389	10	103	13355
	390	14	191	24275
	391	3	153	25407
	392	26	209	7790
	393	7	270	16112
	394	19	175	28361
	395	1	151	355
	396	16	208	7625
	397	23	233	16426
	398	22	133	16892
	399	11	45	9017
	400	4	35	28495
	401	29	131	18381
	402	18	208	13661
	403	22	3	31894
	404	19	270	16141
	405	15	1	14026
	406	22	129	7796
	407	20	109	14316
	408	8	186	16686
	409	6	222	27237
	410	7	277	2229
	411	16	48	3914
	412	28	283	24415
	413	0	62	473
	414	25	68	11780
	415	20	276	9625
	416	29	53	8063
	417	22	244	6697
	418	15	277	30342
	419	14	236	7188
	420	26	254	12171
	421	3	137	7240
	422	18	123	2985
	423	25	40	8200
	424	18	158	17096
	425	29	146	31084
	426	26	258	19061
	427	24	278	27853
	428	15	266	11313
	429	18	36	29103
	430	10	202	8469
	431	14	79	32260
	432	20	286	25122
	433	20	226	16615
	434	1	51	9120
	435	10	75	28178
	436	6	89	22341
	437	29	170	19910
	438	7	75	25644
	439	29	148	15580
	440	8	51	21693
	441	24	245	14132
	442	20	112	23060
	443	16	72	31428
	444	6	93	16785
	445	24	40	23531
	446	26	209	25736
	447	3	177	5091
	448	8	23	858
	449	0	56	14420
	450	8	171	13398
	451	22	177	14215
	452	2	190	25648
	453	12	265	13985
	454	22	231	10488
	455	15	249	6126
	456	27	244	10705
	457	22	273	19755
	458	20	75	27869
	459	9	33	32324
	460	7	69	18963
	461	28	31	1806
	462	7	249	23803
	463	3	205	28379
	464	3	288	26763
	465	23	288	21249
	466	3	155	1940
	467	11	175	22953
	468	16	294	2430
	469	4	215	13434
	470	5	32	20039
	471	27	210	4870
	472	8	133	9735
	473	17	113	13057
	474	2	98	30554
	475	13	285	4261
	476	24	135	3465
	477	28	87	9172
	478	18	5	14919
	479	16	239	9939
	480	5	244	16471
	481	26	107	10684
	482	26	102	4996
	483	25	105	16879
	484	22	90	12193
	485	5	296	1838
	486	14	108	27542
	487	2	113	22570
	488	9	72	3746
	489	0	77	7845
	490	17	47	23896
	491	21	158	3967
	492	24	73	8455
	493	29	196	15678
	494	4	54	10119
	495	28	140	21492
	496	27	162	12961
	497	0	175	2964
	498	16	168	5521
	499	10	50	23057
	500	26	161	9294
	501	28	22	16605
	502	14	218	27550
	503	5	41	18849
	504	20	144	14884
	505	11	279	29765
	506	5	83	8671
	507	6	115	3239
	508	13	10	5855
	509	2	211	10378
	510	11	42	31510
	511	18	216	32419
	512	25	228	4237
	513	26	58	28120
	514	27	163	16998
	515	1	141	30726
	516	28	192	19063
	517	20	266	13798
	518	9	88	15452
	519	29	298	29170
	520	6	129	16465
	521	20	134	13905
	522	3	119	5949
	523	5	172	15926
	524	5	262	11941
	525	21	37	30008
	526	10	210	26257
	527	3	7	3976
	528	28	79	1149
	529	27	181	23575
	530	7	162	30191
	531	5	232	19972
	532	4	64	19023
	533	29	76	27880
	534	29	51	32521
	535	7	195	29668
	536	4	13	10797
	537	21	106	30071
	538	13	107	3835
	539	5	47	28289
	540	13	290	1324
	541	18	116	23814
	542	0	113	9936
	543	7	167	16266
	544	16	72	16916
	545	22	145	26657
	546	29	36	25429
	547	19	28	23170
	548	6	168	16713
	549	26	206	3778
	550	27	81	14370
	551	1	274	31359
	552	9	152	8697
	553	4	98	16552
	554	0	193	2533
	555	0	120	27681
	556	6	187	17542
	557	2	287	13299
	558	18	279	13296
	559	17	162	1999
	560	2	292	13877
	561	14	250	6659
	562	13	197	17669
	563	27	170	22584
	564	29	173	29208
	565	15	25	22163
	566	5	229	32608
	567	8	227	10505
	568	21	115	9016
	569	19	204	5392
	570	8	34	26629
	571	3	81	31211
	572	4	106	21511
	573	15	101	22591
	574	20	86	29004
	575	20	49	4544
	576	26	252	14084
	577	16	184	24590
	578	18	63	3241
	579	25	226	11805
	580	1	91	29871
	581	28	78	441
	582	19	165	12224
	583	11	149	2825
	584	16	24	10927
	585	26	99	20001
	586	20	27	6312
	587	15	161	16119
	588	15	100	2113
	589	5	78	8808
	590	8	66	23934
	591	11	102	9986
	592	18	0	13283
	593	15	72	32464
	594	10	61	4908
	595	10	271	24423
	596	1	160	26177
	597	26	73	16341
	598	14	118	6011
	599	26	294	1095
	600	9	280	26208
	601	21	159	5512
	602	15	152	19031
	603	17	139	13981
	604	14	259	21256
	605	19	191	21805
	606	29	206	16993
	607	7	260	8573
	608	9	259	25974
	609	9	102	280
	610	16	38	18618
	611	22	16	31630
	612	28	133	6466
	613	0	68	8900
	614	6	102	10253
	615	28	29	16585
	616	15	146	25997
	617	8	247	21300
	618	7	71	6877
	619	19	11	8306
	620	11	150	29551
	621	18	297	3470
	622	14	52	25873
	623	12	290	23383
	624	5	256	32159
	625	17	278	10229
	626	3	62	25789
	627	7	91	3656
	628	4	262	17763
	629	11	256	3750
	630	6	64	9777
	631	8	223	9430
	632	19	113	18618
	633	23	0	7510
	634	16	273	18247
	635	6	31	28751
	636	13	148	9672
	637	21	11	13002
	638	6	151	13800
	639	3	199	7929
	640	11	170	22401
	641	1	37	23222
	642	13	155	5599
	643	21	32	3981
	644	19	293	14233
	645	21	225	10714
	646	8	151	23010
	647	13	296	15605
	648	25	69	29098
	649	10	160	10331
	650	17	167	23518
	651	17	238	15946
	652	19	285	21414
	653	14	166	26206
	654	28	287	130
	655	9	194	5896
	656	23	92	10111
	657	4	111	5867
	658	13	236	12814
	659	24	175	21395
	660	19	146	533
	661	24	237	19711
	662	4	282	15964
	663	1	114	11758
	664	11	273	13152
	665	20	207	14066
	666	10	265	25646
	667	5	116	14009
	668	19	38	17373
	669	13	106	29708
	670	24	47	7097
	671	0	235	15980
	672	21	141	11069
	673	9	207	24673
	674	15	157	26226
	675	16	197	31441
	676	10	276	11340
	677	11	293	29428
	678	27	184	12824
	679	24	266	9415
	680	12	190	542
	681	14	171	2572
	682	28	278	6913
	683	13	299	2613
	684	4	252	19072
	685	8	31	16848
	686	0	165	6569
	687	12	19	20555
	688	14	255	22942
	689	18	196	12585
	690	10	239	26487
	691	4	186	25088
	692	10	249	25327
	693	22	142	10456
	694	20	163	9938
	695	22	231	18119
	696	27	265	9065
	697	20	132	20693
	698	18	188	6755
	699	9	242	23955
	700	8	293	30946
	701	24	55	16363
	702	3	256	30636
	703	5	107	14350
	704	18	11	4803
	705	28	5	27025
	706	24	47	8393
	707	20	148	4628
	708	21	281	10227
	709	14	11	32266
	710	26	244	20869
	711	2	57	8566
	712	5	125	24066
	713	29	123	6335
	714	9	191	2975
	715	0	133	14828
	716	8	131	19861
	717	0	265	22747
	718	24	188	20061
	719	27	104	346
	720	5	278	20497
	721	5	165	16424
	722	19	288	25938
	723	2	40	12359
	724	22	71	650
	725	18	89	29737
	726	2	173	23147
	727	26	115	6809
	728	2	48	10733
	729	12	207	15735
	730	19	227	22336
	731	19	114	31893
	732	10	40	25708
	733	6	233	24928
	734	4	184	408
	735	23	223	18455
	736	28	68	21546
	737	6	271	12733
	738	3	119	7997
	739	1	147	28173
	740	26	9	12071
	741	10	113	28435
	742	2	153	3329
	743	1	91	24633
	744	2	169	24685
	745	29	138	22765
	746	15	120	21776
	747	9	69	18215
	748	17	268	9851
	749	14	240	2168
	750	16	162	28792
	751	17	161	10348
	752	0	4	23281
	753	15	130	29023
	754	24	53	32757
	755	11	109	31008
	756	13	43	20349
	757	18	127	9448
	758	4	251	2049
	759	27	137	22685
	760	0	188	27653
	761	22	211	13135
	762	21	88	31771
	763	26	15	28536
	764	19	75	31253
	765	5	3	18274
	766	10	74	9559
	767	21	295	11967
	768	27	285	18826
	769	7	88	22622
	770	17	24	12326
	771	8	241	27508
	772	28	24	6783
	773	13	261	3592
	774	24	202	28006
	775	29	228	4682
	776	15	167	30840
	777	7	50	13070
	778	25	168	4780
	779	15	153	28574
	780	23	273	29388
	781	28	20	20894
	782	24	238	1488
	783	16	135	18360
	784	15	230	24151
	785	26	14	22087
	786	4	231	32697
	787	0	50	15171
	788	17	98	3168
	789	14	163	21776
	790	7	277	4715
	791	12	42	13321
	792	6	173	8904
	793	9	297	19670
	794	28	68	24141
	795	29	222	22002
	796	2	259	372
	797	11	130	1258
	798	1	14	703
	799	14	240	12350
	800	9	46	24828
	801	2	154	24811
	802	1	138	5595
	803	13	295	11010
	804	8	157	5780
	805	11	144	18144
	806	9	91	12170
	807	29	26	27872
	808	9	14	10553
	809	16	68	29593
	810	27	195	21451
	811	1	87	13578
	812	8	90	9248
	813	6	265	22854
	814	28	236	18494
	815	5	77	25976
	816	29	99	21083
	817	4	86	25688
	818	18	279	8438
	819	27	138	14696
	820	27	199	20428
	821	21	103	17047
	822	28	3	4224
	823	23	8	25622
	824	10	240	6990
	825	19	102	2180
	826	22	260	18222
	827	16	293	5053
	828	16	184	5666
	829	19	270	20720
	830	8	59	28073
	831	28	41	5325
	832	9	286	7319
	833	17	75	13021
	834	13	293	1718
	835	23	163	4461
	836	22	272	9212
	837	4	46	10644
	838	21	60	17479
	839	22	287	10547
	840	26	287	2506
	841	24	116	19206
	842	12	185	7108
	843	6	123	23841
	844	23	160	13
	845	3	294	26728
	846	5	188	9626
	847	29	107	3043
	848	22	172	17171
	849	4	59	29961
	850	24	35	5124
	851	27	2	31303
	852	19	275	1112
	853	22	77	20341
	854	13	226	19737
	855	7	53	9213
	856	24	173	14000
	857	6	299	18640
	858	21	6	29718
	859	18	110	20623
	860	22	141	10165
	861	17	7	1643
	862	20	15	28141
	863	20	186	10402
	864	20	126	4723
	865	23	36	6571
	866	29	77	11533
	867	15	52	18286
	868	18	198	5970
	869	18	15	27163
	870	2	290	20595
	871	16	10	1147
	872	14	277	17731
	873	11	94	19919
	874	6	178	25072
	875	17	135	29085
	876	12	259	8237
	877	26	256	27643
	878	26	229	16316
	879	21	114	18737
	880	22	257	20633
	881	14	122	17874
	882	11	173	32059
	883	8	92	18584
	884	5	121	26780
	885	27	214	420
	886	21	276	18190
	887	26	29	13044
	888	13	271	27141
	889	25	83	21554
	890	19	112	5725
	891	14	241	30754
	892	16	155	31175
	893	16	120	9300
	894	3	185	16226
	895	4	100	15351
	896	24	61	27817
	897	26	101	17614
	898	6	6	10041
	899	8	251	14781
	900	20	95	6443
	901	24	190	24686
	902	19	203	11494
	903	12	200	16368
	904	6	93	6842
	905	6	14	29801
	906	11	243	4519
	907	26	185	16436
	908	1	58	29207
	909	5	63	29943
	910	24	205	27771
	911	16	256	12186
	912	0	145	12036
	913	22	146	30765
	914	20	84	29938
	915	17	78	13076
	916	26	166	3889
	917	27	202	793
	918	13	298	12599
	919	21	58	21557
	920	27	151	15973
	921	27	284	21795
	922	8	237	21338
	923	1	168	14892
	924	15	281	9200
	925	14	187	19874
	926	1	253	20962
	927	6	10	8962
	928	27	176	26959
	929	5	78	18365
	930	19	148	1938
	931	5	242	6419
	932	19	290	9761
	933	2	109	2180
	934	23	296	26234
	935	14	32	8394
	936	2	59	23881
	937	16	299	6991
	938	5	298	2625
	939	22	217	23200
	940	8	297	14180
	941	15	87	14421
	942	21	267	13745
	943	12	232	21846
	944	13	77	9837
	945	24	246	4495
	946	27	48	1923
	947	14	248	3185
	948	19	134	24238
	949	16	189	8655
	950	13	76	29291
	951	29	34	20214
	952	22	176	20713
	953	26	252	23067
	954	18	233	17510
	955	0	269	2663
	956	9	8	4550
	957	0	174	18766
	958	13	239	18755
	959	11	48	13821
	960	9	34	23168
	961	24	186	6641
	962	27	68	21616
	963	0	124	23078
	964	24	244	3787
	965	14	66	598
	966	9	269	15877
	967	7	182	28737
	968	10	46	29703
	969	29	286	759
	970	19	292	7958
	971	9	165	5784
	972	26	249	1451
	973	0	259	3853
	974	13	276	22836
	975	24	171	21661
	976	17	140	4843
	977	24	77	31603
	978	17	140	13636
	979	10	76	27496
	980	2	52	4523
	981	16	154	20411
	982	16	31	9604
	983	20	285	28273
	984	8	95	21160
	985	11	209	21905
	986	23	7	30425
	987	20	68	8329
	988	20	192	739
	989	0	46	592
	990	18	7	32094
	991	4	279	20766
	992	20	84	9809
	993	27	90	5858
	994	8	148	2090
	995	14	113	13743
	996	3	213	30657
	997	18	54	4572
	998	19	103	10337
	999	7	30	31629
	1000	13	142	23053
	1001	0	119	20441
	1002	3	229	6013
	1003	13	247	3539
	1004	6	282	18052
	1005	6	277	30230
	1006	9	262	18653
	1007	16	43	19367
	1008	14	39	25750
	1009	18	212	846
	1010	27	58	29326
	1011	16	192	10930
	1012	15	9	14016
	1013	7	103	8920
	1014	24	261	6488
	1015	25	141	476
	1016	14	103	2234
	1017	16	56	7678
	1018	18	29	27659
	1019	18	75	30796
	1020	5	16	2783
	1021	12	295	1951
	1022	9	194	31243
	1023	20	274	21663
	1024	7	254	18140
	1025	10	166	32263
	1026	0	66	4377
	1027	16	50	10343
	1028	22	88	22940
	1029	24	60	7949
	1030	21	112	20068
	1031	9	61	5094
	1032	4	121	7794
	1033	13	190	2670
	1034	7	238	11983
	1035	17	70	7691
	1036	8	168	14215
	1037	23	295	3689
	1038	14	198	10884
	1039	9	19	23725
	1040	18	61	8070
	1041	18	231	23195
	1042	29	57	10168
	1043	9	112	26886
	1044	6	96	12422
	1045	3	170	21788
	1046	6	4	20672
	1047	18	40	23665
	1048	13	177	19511
	1049	17	9	28121
	1050	2	18	6484
	1051	24	60	20839
	1052	2	100	4432
	1053	19	208	3123
	1054	4	242	32546
	1055	26	41	9399
	1056	5	19	19000
	1057	24	234	29401
	1058	1	288	20885
	1059	9	258	29445
	1060	3	257	243
	1061	28	234	13794
	1062	17	90	3303
	1063	4	294	3717
	1064	3	296	25678
	1065	24	171	7982
	1066	22	201	5220
	1067	22	27	26871
	1068	2	106	27213
	1069	7	30	7421
	1070	11	268	22528
	1071	17	175	11749
	1072	23	43	23508
	1073	6	262	5840
	1074	3	81	12572
	1075	20	134	2331
	1076	7	2	13716
	1077	0	216	17535
	1078	3	138	660
	1079	14	185	21863
	1080	17	113	2616
	1081	4	191	25499
	1082	24	90	26635
	1083	19	138	12178
	1084	3	198	20944
	1085	16	67	26374
	1086	0	204	122
	1087	24	121	10654
	1088	14	244	21117
	1089	3	294	31951
	1090	9	72	8182
	1091	26	181	6720
	1092	25	77	3678
	1093	26	50	1618
	1094	25	67	29889
	1095	14	285	17568
	1096	22	42	25273
	1097	13	105	24208
	1098	1	196	27540
	1099	7	161	21583
	1100	10	96	17517
	1101	24	230	2763
	1102	20	93	24363
	1103	3	56	27016
	1104	10	268	17815
	1105	16	177	12645
	1106	22	34	24336
	1107	23	48	12715
	1108	1	46	20611
	1109	21	233	29434
	1110	23	217	6571
	1111	29	153	18422
	1112	12	86	17364
	1113	5	7	443
	1114	2	281	13706
	1115	16	118	23173
	1116	22	187	23543
	1117	27	282	4877
	1118	2	5	9709
	1119	20	28	20364
	1120	28	168	5572
	1121	14	22	1890
	1122	4	64	18068
	1123	14	19	26322
	1124	9	0	30325
	1125	7	46	25686
	1126	29	17	19148
	1127	9	95	4976
	1128	21	105	25804
	1129	4	53	32013
	1130	12	189	19383
	1131	1	72	2507
	1132	8	239	32640
	1133	1	235	25803
	1134	5	267	475
	1135	24	241	15823
	1136	18	38	7399
	1137	17	55	2004
	1138	15	108	30189
	1139	21	30	19821
	1140	19	185	24553
	1141	8	72	1669
	1142	21	31	13535
	1143	4	119	4950
	1144	1	121	3620
	1145	4	106	11955
	1146	26	55	21287
	1147	16	155	24056
	1148	26	90	4955
	1149	25	158	12099
	1150	16	175	19281
	1151	1	45	1721
	1152	14	284	24100
	1153	2	173	25097
	1154	26	138	967
	1155	10	21	25970
	1156	4	113	465
	1157	11	288	18406
	1158	14	287	2014
	1159	4	219	23598
	1160	10	85	18846
	1161	7	187	4892
	1162	20	138	16420
	1163	10	212	30499
	1164	1	299	10524
	1165	2	212	23540
	1166	28	60	13801
	1167	9	150	23792
	1168	5	66	13789
	1169	27	226	23442
	1170	19	87	11787
	1171	17	70	2841
	1172	7	135	5728
	1173	0	115	18711
	1174	22	118	9990
	1175	14	299	6847
	1176	0	157	4671
	1177	29	210	13560
	1178	25	297	1595
	1179	20	29	2467
	1180	22	149	12182
	1181	26	59	32413
	1182	5	124	127
	1183	7	257	17245
	1184	28	31	2485
	1185	1	280	16445
	1186	23	56	2534
	1187	3	127	26328
	1188	17	169	19722
	1189	13	105	19705
	1190	9	265	22736
	1191	25	89	1040
	1192	5	99	1096
	1193	2	287	7478
	1194	25	190	18485
	1195	13	18	19983
	1196	24	275	8923
	1197	16	26	17726
	1198	21	14	9517
	1199	5	104	32037
	1200	7	86	30864
	1201	16	296	21018
	1202	18	180	13250
	1203	2	250	23910
	1204	23	147	31360
	1205	2	232	10409
	1206	4	149	30457
	1207	4	241	17769
	1208	25	187	3389
	1209	4	59	17156
	1210	8	49	2077
	1211	19	4	28990
	1212	6	12	15423
	1213	18	249	26646
	1214	29	262	2382
	1215	5	154	32176
	1216	12	34	2704
	1217	2	55	14710
	1218	25	104	32586
	1219	20	23	32700
	1220	7	183	18614
	1221	17	48	13191
	1222	9	110	7802
	1223	7	242	29776
	1224	12	111	7137
	1225	0	81	31698
	1226	12	249	22336
	1227	29	281	1095
	1228	21	295	8789
	1229	4	2	6563
	1230	14	83	11646
	1231	6	190	22693
	1232	3	278	24856
	1233	2	14	29921
	1234	14	117	10090
	1235	29	205	31502
	1236	27	273	26335
	1237	12	264	14130
	1238	11	8	24464
	1239	15	270	32396
	1240	21	282	20534
	1241	11	271	27471
	1242	17	212	1575
	1243	10	65	27778
	1244	12	260	6383
	1245	25	47	30372
	1246	10	247	23960
	1247	2	95	12778
	1248	11	97	26316
	1249	4	154	18731
	1250	21	293	32331
	1251	9	223	2262
	1252	11	272	14703
	1253	6	39	24457
	1254	8	292	28084
	1255	11	217	6693
	1256	22	0	11137
	1257	17	172	29545
	1258	20	111	21662
	1259	24	14	21380
	1260	18	289	12576
	1261	20	293	30232
	1262	17	21	24758
	1263	23	72	11687
	1264	29	205	32654
	1265	23	275	12642
	1266	3	55	7514
	1267	25	288	24264
	1268	14	162	2583
	1269	8	239	10923
	1270	24	215	20386
	1271	21	273	13664
	1272	28	295	16451
	1273	5	236	9296
	1274	21	243	8623
	1275	5	283	5925
	1276	20	237	31037
	1277	29	107	22847
	1278	17	138	10547
	1279	8	140	24643
	1280	13	239	14465
	1281	20	145	20181
	1282	26	23	5441
	1283	15	154	7902
	1284	6	119	14284
	1285	7	88	22775
	1286	19	154	3926
	1287	14	86	26310
	1288	6	27	25152
	1289	12	78	11379
	1290	27	295	7078
	1291	18	211	14716
	1292	2	283	11478
	1293	28	46	7064
	1294	14	30	1195
	1295	3	179	15973
	1296	9	112	30729
	1297	1	153	22803
	1298	9	275	7659
	1299	25	37	18253
	1300	19	94	26304
	1301	18	85	23819
	1302	28	234	27145
	1303	19	111	23838
	1304	26	129	22139
	1305	28	128	18560
	1306	11	224	28686
	1307	3	14	20704
	1308	17	286	25793
	1309	16	39	25312
	1310	20	138	19448
	1311	17	22	3316
	1312	23	232	11720
	1313	25	171	3563
	1314	17	154	18052
	1315	20	69	8844
	1316	7	205	12389
	1317	2	0	19400
	1318	14	180	55
	1319	21	98	20333
	1320	1	39	823
	1321	20	25	13159
	1322	24	247	31666
	1323	0	227	30696
	1324	21	37	18191
	1325	7	172	28440
	1326	19	181	4918
	1327	7	10	20758
	1328	0	295	673
	1329	4	166	8556
	1330	8	211	9589
	1331	6	215	14163
	1332	23	284	21360
	1333	12	53	19531
	1334	0	69	1435
	1335	25	146	27900
	1336	22	138	8182
	1337	0	297	5718
	1338	10	161	31388
	1339	12	203	15724
	1340	21	183	14099
	1341	22	216	2687
	1342	21	257	22975
	1343	8	276	16435
	1344	21	94	2232
	1345	27	93	11750
	1346	26	34	2155
	1347	8	34	14488
	1348	20	142	25555
	1349	10	243	2037
	1350	4	58	28976
	1351	13	64	19793
	1352	23	293	25981
	1353	27	54	30910
	1354	14	66	14360
	1355	3	195	5249
	1356	23	244	1377
	1357	16	174	31123
	1358	27	254	14895
	1359	16	169	12274
	1360	8	93	27503
	1361	15	211	9190
	1362	14	25	9296
